"model","inv","invSQ","epu","fc","divida","cv","tamanho","sargan","m2"
63,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
64,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
65,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
66,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
67,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
68,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
69,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
70,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
71,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
72,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
73,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
74,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
75,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
76,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
77,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
78,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
79,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
80,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
81,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
82,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
83,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
84,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
85,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
86,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
87,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
88,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
89,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
90,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
91,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
92,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
93,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
94,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
95,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
96,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
97,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
98,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
99,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
100,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
101,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
102,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
103,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
104,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
105,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
106,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
107,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
108,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
109,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
110,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
111,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
112,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
113,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
114,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
115,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
116,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
117,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
118,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
119,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
120,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
121,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
122,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
123,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
124,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
125,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
126,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
127,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
128,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
129,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
130,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
131,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
132,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
133,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
134,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
135,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
136,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
137,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
138,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
139,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
140,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
141,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
142,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
143,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
144,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
145,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
146,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
147,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
148,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
149,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
150,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
151,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
152,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
153,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
154,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
155,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
156,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
157,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
158,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
159,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
160,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
161,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
162,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
163,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
164,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
165,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
166,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
167,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
168,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
169,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
170,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
171,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
172,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
173,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
174,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
175,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
176,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
177,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
